123,123.45454,2900
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,27
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,24
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
124,123.45454,23
124,123.45454,23
124,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,21
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
124,123.45454,29
124,123.45454,23
124,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
124,123.45454,2
124,123.45454,23
124,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
124,123.45454,43
124,123.45454,23
124,123.45454,23
123,123.45454,43
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
123,123.45454,23
